OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
H208,H208: Other specified endoscopic extirpation of lesion of colon,H20,H20: Endoscopic extirpation of lesion of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H209,H209: Unspecified endoscopic extirpation of lesion of colon,H20,H20: Endoscopic extirpation of lesion of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H211,H211: Fibreoptic endoscopic dilation of colon,H21,H21: Other therapeutic endoscopic operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H212,H212: Fibreoptic endoscopic coagulation of blood vessel of colon,H21,H21: Other therapeutic endoscopic operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H213,H213: Fibreoptic endoscopic removal of foreign body from colon,H21,H21: Other therapeutic endoscopic operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H214,H214: Fibreoptic endoscopic insertion of expanding metal stent into colon,H21,H21: Other therapeutic endoscopic operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H218,H218: Other specified other therapeutic endoscopic operations on colon,H21,H21: Other therapeutic endoscopic operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H219,H219: Unspecified other therapeutic endoscopic operations on colon,H21,H21: Other therapeutic endoscopic operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H221,H221: Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,H22,H22: Diagnostic endoscopic examination of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H228,H228: Other specified diagnostic endoscopic examination of colon,H22,H22: Diagnostic endoscopic examination of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H229,H229: Unspecified diagnostic endoscopic examination of colon,H22,H22: Diagnostic endoscopic examination of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H231,H231: Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H232,H232: Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H233,H233: Endoscopic laser destruction of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H234,H234: Endoscopic destruction of lesion of lower bowel using fibreoptic sigmoidoscope NEC,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H235,H235: Endoscopic submucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H236,H236: Endoscopic resection of lesion of lower bowel using fibreoptic sigmoidoscope NEC,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.4,Live
H237,H237: Endoscopic mucosal resection of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.8,Live
H238,H238: Other specified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H239,H239: Unspecified endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H241,H241: Endoscopic dilation of lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H242,H242: Endoscopic coagulation of blood vessel of lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H243,H243: Endoscopic insertion of tubal prosthesis into lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H244,H244: Endoscopic insertion of expanding metal stent into lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H248,H248: Other specified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H249,H249: Unspecified other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,H24,H24: Other therapeutic endoscopic operations on lower bowel using fibreoptic,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H251,H251: Diagnostic endoscopic examination of lower bowel and biopsy of lesion of lower bowel using fibreoptic sigmoidoscope,H25,H25: Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H252,H252: Diagnostic endoscopic examination of lower bowel and sampling for bacterial overgrowth using fibreoptic sigmoidoscope,H25,H25: Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.4,Live
H258,H258: Other specified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25,H25: Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H259,H259: Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H25,H25: Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H261,H261: Endoscopic snare resection of lesion of sigmoid colon using rigid sigmoidoscope,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H262,H262: Endoscopic cauterisation of lesion of sigmoid colon using rigid sigmoidoscope,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H263,H263: Endoscopic laser destruction of lesion of sigmoid colon using rigid sigmoidoscope,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H264,H264: Endoscopic cryotherapy to lesion of sigmoid colon using rigid sigmoidoscope,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H265,H265: Endoscopic destruction of lesion of sigmoid colon using rigid sigmoidoscope NEC,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H266,H266: Endoscopic submucosal resection of lesion of sigmoid colon using rigid sigmoidoscope,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H267,H267: Endoscopic resection of lesion of sigmoid colon using rigid sigmoidoscope NEC,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.4,Live
H268,H268: Other specified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H269,H269: Unspecified endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H26,H26: Endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H271,H271: Endoscopic dilation of sigmoid colon using rigid sigmoidoscope,H27,H27: Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H272,H272: Endoscopic removal of foreign body from sigmoid colon using rigid sigmoidoscope,H27,H27: Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H273,H273: Endoscopic insertion of tubal prosthesis into sigmoid colon using rigid sigmoidoscope,H27,H27: Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H274,H274: Endoscopic insertion of expanding metal stent into sigmoid colon using rigid sigmoidoscope,H27,H27: Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H278,H278: Other specified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27,H27: Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H279,H279: Unspecified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27,H27: Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H281,H281: Diagnostic endoscopic examination of sigmoid colon and biopsy of lesion of sigmoid colon using rigid sigmoidoscope,H28,H28: Diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H288,H288: Other specified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,H28,H28: Diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H289,H289: Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,H28,H28: Diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H291,H291: Subtotal excision of colon and rectum and creation of colonic pouch and anastomosis of colon to anus,H29,H29: Subtotal excision of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H292,H292: Subtotal excision of colon and rectum and creation of colonic pouch NEC,H29,H29: Subtotal excision of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H293,H293: Subtotal excision of colon and creation of colonic pouch and anastomosis of colon to rectum,H29,H29: Subtotal excision of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H294,H294: Subtotal excision of colon and creation of colonic pouch NEC,H29,H29: Subtotal excision of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H298,H298: Other specified subtotal excision of colon,H29,H29: Subtotal excision of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H299,H299: Unspecified subtotal excision of colon,H29,H29: Subtotal excision of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H301,H301: Radiological reduction of intussusception of colon using barium enema,H30,H30: Other operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H302,H302: Intubation of colon for pressure manometry,H30,H30: Other operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H303,H303: Passage of flatus tube to reduce volvulus of sigmoid colon,H30,H30: Other operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H304,H304: Intubation of colon NEC,H30,H30: Other operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H305,H305: Irrigation of colon,H30,H30: Other operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H308,H308: Other specified other operations on colon,H30,H30: Other operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H309,H309: Unspecified other operations on colon,H30,H30: Other operations on colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.2,Live
H311,H311: Image guided percutaneous occlusion of colorectal fistula,H31,H31: Image guided colorectal therapeutic operations,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H312,H312: Image guided transluminal occlusion of colorectal fistula,H31,H31: Image guided colorectal therapeutic operations,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H313,H313: Image guided balloon dilation of colorectal stricture,H31,H31: Image guided colorectal therapeutic operations,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H314,H314: Image guided insertion of colorectal stent,H31,H31: Image guided colorectal therapeutic operations,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H315,H315: Image guided removal of colorectal stent,H31,H31: Image guided colorectal therapeutic operations,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H318,H318: Other specified image guided colorectal therapeutic operations,H31,H31: Image guided colorectal therapeutic operations,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H319,H319: Unspecified image guided colorectal therapeutic operations,H31,H31: Image guided colorectal therapeutic operations,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.3,Live
H321,H321: Resiting of colostomy,H32,H32: Exteriorisation of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.7,Live
H328,H328: Other specified exteriorisation of colon,H32,H32: Exteriorisation of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.7,Live
H329,H329: Unspecified exteriorisation of colon,H32,H32: Exteriorisation of colon,H04-H32,H04-H32: Colon,H,H: Lower Digestive Tract,4.7,Live
H331,H331: Abdominoperineal excision of rectum and end colostomy,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H332,H332: Proctectomy and anastomosis of colon to anus,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H333,H333: Anterior resection of rectum and anastomosis of colon to rectum using staples,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H334,H334: Anterior resection of rectum and anastomosis NEC,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H335,H335: Rectosigmoidectomy and closure of rectal stump and exteriorisation of bowel,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H336,H336: Anterior resection of rectum and exteriorisation of bowel,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H337,H337: Perineal resection of rectum HFQ,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.3,Live
H338,H338: Other specified excision of rectum,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H339,H339: Unspecified excision of rectum,H33,H33: Excision of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H341,H341: Open excision of lesion of rectum,H34,H34: Open extirpation of lesion of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H342,H342: Open cauterisation of lesion of rectum,H34,H34: Open extirpation of lesion of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H343,H343: Open cryotherapy to lesion of rectum,H34,H34: Open extirpation of lesion of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H344,H344: Open laser destruction of lesion of rectum,H34,H34: Open extirpation of lesion of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H345,H345: Open destruction of lesion of rectum NEC,H34,H34: Open extirpation of lesion of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H348,H348: Other specified open extirpation of lesion of rectum,H34,H34: Open extirpation of lesion of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H349,H349: Unspecified open extirpation of lesion of rectum,H34,H34: Open extirpation of lesion of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H351,H351: Anterior fixation of rectum,H35,H35: Fixation of rectum for prolapse,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H352,H352: Posterior fixation of rectum using prosthetic material,H35,H35: Fixation of rectum for prolapse,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H353,H353: Posterior fixation of rectum NEC,H35,H35: Fixation of rectum for prolapse,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H354,H354: Fixation of rectum using fascia lata,H35,H35: Fixation of rectum for prolapse,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H358,H358: Other specified fixation of rectum for prolapse,H35,H35: Fixation of rectum for prolapse,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H359,H359: Unspecified fixation of rectum for prolapse,H35,H35: Fixation of rectum for prolapse,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H361,H361: Abdominal repair of levator ani muscles,H36,H36: Other abdominal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H368,H368: Other specified other abdominal operations for prolapse of rectum,H36,H36: Other abdominal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H369,H369: Unspecified other abdominal operations for prolapse of rectum,H36,H36: Other abdominal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H371,H371: Endoscopic mucosal resection of lesion of sigmoid colon using rigid sigmoidoscope,H37,H37: Other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.8,Live
H378,H378: Other specified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H37,H37: Other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.8,Live
H379,H379: Unspecified other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H37,H37: Other endoscopic extirpation of lesion of sigmoid colon using rigid sigmoidoscope,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.8,Live
H401,H401: Trans-sphincteric excision of mucosa of rectum,H40,H40: Operations on rectum through anal sphincter,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H402,H402: Trans-sphincteric excision of lesion of rectum,H40,H40: Operations on rectum through anal sphincter,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H403,H403: Trans-sphincteric destruction of lesion of rectum,H40,H40: Operations on rectum through anal sphincter,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H404,H404: Trans-sphincteric anastomosis of colon to anus,H40,H40: Operations on rectum through anal sphincter,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H408,H408: Other specified operations on rectum through anal sphincter,H40,H40: Operations on rectum through anal sphincter,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H409,H409: Unspecified operations on rectum through anal sphincter,H40,H40: Operations on rectum through anal sphincter,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H411,H411: Rectosigmoidectomy and peranal anastomosis,H41,H41: Other operations on rectum through anus,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H412,H412: Peranal excision of lesion of rectum,H41,H41: Other operations on rectum through anus,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H413,H413: Peranal destruction of lesion of rectum,H41,H41: Other operations on rectum through anus,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H414,H414: Peranal mucosal proctectomy and endoanal anastomosis,H41,H41: Other operations on rectum through anus,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H415,H415: Peranal resection of rectum using staples,H41,H41: Other operations on rectum through anus,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.7,Live
H418,H418: Other specified other operations on rectum through anus,H41,H41: Other operations on rectum through anus,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H419,H419: Unspecified other operations on rectum through anus,H41,H41: Other operations on rectum through anus,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H421,H421: Insertion of encircling suture around perianal sphincter,H42,H42: Perineal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H422,H422: Perineal plication of levator ani muscles and anal sphincters,H42,H42: Perineal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H423,H423: Insertion of supralevator sling,H42,H42: Perineal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H424,H424: Removal of encircling suture from around perianal sphincter,H42,H42: Perineal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H425,H425: Excision of mucosal prolapse of rectum NEC,H42,H42: Perineal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H426,H426: Perineal repair of prolapse of rectum NEC,H42,H42: Perineal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H428,H428: Other specified perineal operations for prolapse of rectum,H42,H42: Perineal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H429,H429: Unspecified perineal operations for prolapse of rectum,H42,H42: Perineal operations for prolapse of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H441,H441: Manual removal of foreign body from rectum,H44,H44: Manipulation of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H442,H442: Manual reduction of prolapse of rectum,H44,H44: Manipulation of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H443,H443: Manual evacuation of impacted faeces from rectum,H44,H44: Manipulation of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H444,H444: Examination of rectum under anaesthetic,H44,H44: Manipulation of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H445,H445: Massage of rectum,H44,H44: Manipulation of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H448,H448: Other specified manipulation of rectum,H44,H44: Manipulation of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H449,H449: Unspecified manipulation of rectum,H44,H44: Manipulation of rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H461,H461: Radiological reduction of intussusception of rectum using barium enema,H46,H46: Other operations on rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H462,H462: Hydrostatic reduction of intussusception of rectum,H46,H46: Other operations on rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H463,H463: Intubation of rectum for pressure manometry,H46,H46: Other operations on rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H464,H464: Intubation of rectum NEC,H46,H46: Other operations on rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H468,H468: Other specified other operations on rectum,H46,H46: Other operations on rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H469,H469: Unspecified other operations on rectum,H46,H46: Other operations on rectum,H33-H46,H33-H46: Rectum,H,H: Lower Digestive Tract,4.2,Live
H471,H471: Excision of sphincter of anus,H47,H47: Excision of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H478,H478: Other specified excision of anus,H47,H47: Excision of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H479,H479: Unspecified excision of anus,H47,H47: Excision of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H481,H481: Excision of polyp of anus,H48,H48: Excision of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H482,H482: Excision of skin tag of anus,H48,H48: Excision of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H483,H483: Excision of perianal wart,H48,H48: Excision of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H488,H488: Other specified excision of lesion of anus,H48,H48: Excision of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H489,H489: Unspecified excision of lesion of anus,H48,H48: Excision of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H491,H491: Cauterisation of lesion of anus,H49,H49: Destruction of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H492,H492: Laser destruction of lesion of anus,H49,H49: Destruction of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H493,H493: Cryotherapy to lesion of anus,H49,H49: Destruction of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H498,H498: Other specified destruction of lesion of anus,H49,H49: Destruction of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H499,H499: Unspecified destruction of lesion of anus,H49,H49: Destruction of lesion of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H501,H501: Posterior repair of anal sphincter,H50,H50: Repair of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H502,H502: Anterior repair of anal sphincter,H50,H50: Repair of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H503,H503: Cutback of covered anus,H50,H50: Repair of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
H504,H504: Reanastomosis of rectum to anal canal for correction of congenital atresia of rectum,H50,H50: Repair of anus,H47-H70,H47-H70: Anus and perianal region,H,H: Lower Digestive Tract,4.2,Live
